id,idade,renda,cidade,categoria,nota,feedback,cidade_Belo Horizonte,cidade_Rio de Janeiro,cidade_São Paulo,cidade_Vitória,cidade_nan,categoria_A,categoria_B,categoria_nan,feedback_Bom,feedback_Regular,feedback_Ruim,feedback_nan,idade_scaler,renda_scaler,nota_scaler
902,19.0,10780.51,Vitória,A,9.0,Ruim,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5513948814112082,1.0849797756827477,1.4078655199831855
903,54.0,12464.26,Belo Horizonte,A,9.7,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6676237792063672,1.587782696251907,1.6510075272325657
904,34.0,6086.87,Belo Horizonte,A,8.9,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6003868840036759,-0.31663917018227317,1.3731309475189883
905,31.0,3692.92,Vitória,A,5.4,Ruim,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7905884834851823,-1.0315226455773965,0.15742091127208593
906,47.0,6377.39,Rio de Janeiro,B,5.7,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.22382004708285214,-0.2298838297316407,0.2616246286646775
907,43.57013118062563,9587.47,Rio de Janeiro,B,5.3,Bom,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0063645352639350086,0.7287131111803987,0.12268633880788855
908,66.0,6762.8,São Paulo,B,4.0,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.428430177132393,-0.11479235319619327,-0.32886310322667517
909,47.0,5018.12,Belo Horizonte,A,4.7,Regular,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22382004708285214,-0.635790244485637,-0.08572109597729462
910,65.0,12085.76,Rio de Janeiro,A,4.9,Regular,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.365029643971891,1.4747546900541777,-0.016251951048900124
911,28.0,7669.89,Vitória,,3.6,Bom,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.9807900829666888,0.15608366831476664,-0.467801393083464
912,65.0,10417.01,Belo Horizonte,B,5.9,Bom,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.365029643971891,0.9764310828085744,0.331093773593072
913,35.0,2412.74,Rio de Janeiro,B,0.6,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5369863508431737,-1.4138111342807231,-1.5098385670093806
914,49.0,6828.98,Vitória,B,1.1,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.35062111340385643,-0.09502962281266446,-1.3361657046883944
915,25.0,4460.53,Belo Horizonte,B,8.6,Regular,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1709916824481952,-0.8022982655577425,1.2689272301263965
916,47.0,12199.22,Vitória,A,2.2,Regular,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22382004708285214,1.508636216033555,-0.9540854075822249
917,43.57013118062563,6718.31,São Paulo,B,8.0,Ruim,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0063645352639350086,-0.12807799651386026,1.0605197953412133
918,55.0,3024.91,Belo Horizonte,B,1.0,Ruim,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7310243123668694,-1.2310043851286387,-1.3709002771525916
919,60.0,7333.13,Rio de Janeiro,A,6.0,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.04802697816938,0.055520097992052354,0.3658283460572691
920,19.0,2803.19,Rio de Janeiro,B,9.0,Ruim,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.5513948814112082,-1.2972146084685607,1.4078655199831855
921,53.0,11822.42,Vitória,B,5.5,Bom,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6042232460458651,1.3961158653458288,0.19215548373628302
922,62.0,11350.58,Belo Horizonte,A,5.5,Ruim,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1748280444903845,1.2552145854400516,0.19215548373628302
923,66.0,3389.81,Rio de Janeiro,A,8.4,Regular,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.428430177132393,-1.1220376230109335,1.1994580851980023
924,45.0,11236.24,Belo Horizonte,A,2.7,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09701898076184783,1.2210702730790255,-0.7804125452612389
925,35.0,10814.21,Belo Horizonte,A,0.5,Ruim,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5369863508431737,1.0950432996163366,-1.5445731394735778
926,43.0,3523.85,Rio de Janeiro,B,5.7,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.02978208555915649,-1.0820104791516372,0.2616246286646775
927,30.0,10939.73,Vitória,A,0.4,Ruim,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8539890166456845,1.1325261935078532,-1.5793077119377747
928,18.0,7350.0,São Paulo,B,6.5,Ruim,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.6147954145717103,0.060557832376611616,0.5395012083782552
929,37.0,5635.39,Rio de Janeiro,B,3.3,Bom,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.4101852845221694,-0.4514605288035434,-0.5720051104760557
930,26.0,10641.71,Rio de Janeiro,A,5.7,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.107591149287693,1.0435311963954428,0.2616246286646775
931,51.0,6648.85,Belo Horizonte,A,3.8,Ruim,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47742217972486073,-0.14882020341080685,-0.3983322481550697
932,69.0,4290.79,Vitória,A,5.4,Bom,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6186317766138996,-0.852986175127102,0.15742091127208593
933,26.0,6020.24,Rio de Janeiro,A,3.4,Ruim,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.107591149287693,-0.33653627996550883,-0.5372705380118585
934,61.0,10802.83,Vitória,A,6.1,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1114275113298824,1.091644993908199,0.4005629185214662
935,62.0,6188.49,São Paulo,B,2.0,Ruim,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1748280444903845,-0.28629331551962256,-1.0235545525106196
936,54.0,10968.83,São Paulo,B,1.1,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6676237792063672,1.1412160613555518,-1.3361657046883944
937,70.0,3304.24,Vitória,A,9.4,Ruim,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6820323097744017,-1.1475906124173791,1.5468038098399746
938,22.0,2082.21,Vitória,A,8.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.3611932819297017,-1.5125142964697205,1.0605197953412133
939,33.0,4549.71,São Paulo,B,5.0,Ruim,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.663787417164178,-0.775667254744761,0.018482621415296968
940,22.0,4184.33,São Paulo,A,8.6,Bom,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.3611932819297017,-0.88477735488882,1.2689272301263965
941,65.0,9405.98,Rio de Janeiro,B,3.6,Bom,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.365029643971891,0.6745164061742537,-0.467801393083464
942,22.0,8010.69,Vitória,B,6.1,Bom,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.3611932819297017,0.2578536670259584,0.4005629185214662
943,67.0,10608.57,Belo Horizonte,B,7.7,Bom,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.4918307102928952,1.0336349001592666,0.9563160779486218
944,46.0,5220.07,Vitória,A,7.5,Bom,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16041951392235,-0.5754837561061616,0.8868469330202273
945,44.0,9419.27,Rio de Janeiro,A,7.1,Ruim,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03361844760134567,0.6784850777789245,0.7479086431634383
946,29.0,3185.24,Vitória,B,2.5,Bom,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.9173895498061867,-1.18312649811759,-0.8498816901896333
947,40.0,11637.93,Belo Horizonte,A,8.3,Ruim,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.21998368504066296,1.3410232976749725,1.1647235127338054
948,37.0,2789.08,Vitória,A,2.7,Bom,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.4101852845221694,-1.3014281492015858,-0.7804125452612389
949,51.0,12248.34,Belo Horizonte,A,2.0,Ruim,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.47742217972486073,1.5233044740637598,-1.0235545525106196
950,10.0,1199.33,Belo Horizonte,B,-0.5,Ruim,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.1219996798557275,-1.776160706276461,-1.8919188641155498
951,30.0,3414.7,Rio de Janeiro,A,3.0,Ruim,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8539890166456845,-1.1146049491027128,-0.6762088278686473
952,56.0,6863.62,Rio de Janeiro,A,6.8,Ruim,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7944248455273716,-0.0846853952441324,0.6437049257708467
953,57.0,11630.55,Vitória,B,0.5,Bom,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8578253786878737,1.3388194755197826,-1.5445731394735778
954,45.0,5004.45,Vitória,B,0.5,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.09701898076184783,-0.6398723920278377,-1.5445731394735778
955,23.0,5279.27,São Paulo,B,3.5,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.2977927487691996,-0.5578053995225272,-0.5025359655476612
956,67.0,5842.27,Rio de Janeiro,B,0.2,Ruim,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.4918307102928952,-0.38968183944505924,-1.6487768568661691
957,57.0,7006.45,São Paulo,B,0.4,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8578253786878737,-0.04203337377723234,-1.5793077119377747
958,61.0,3159.94,São Paulo,B,3.0,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1114275113298824,-1.1906816065899877,-0.6762088278686473
959,45.0,12373.77,Vitória,A,5.6,Ruim,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09701898076184783,1.560760492075335,0.22689005620048014
960,43.0,1825.74,Belo Horizonte,A,2.4,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.02978208555915649,-1.5891015956758807,-0.8846162626538306
961,43.0,1767.78,São Paulo,B,2.1,Bom,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.02978208555915649,-1.606409662358101,-0.9888199800464222
962,68.0,11026.62,Vitória,A,1.5,Bom,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5552312434533975,1.1584733624867722,-1.1972274148316056
963,34.0,7921.87,Belo Horizonte,B,3.4,Regular,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6003868840036759,0.23133015973274232,-0.5372705380118585
964,43.0,11341.64,São Paulo,A,2.0,Bom,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.02978208555915649,1.2525449146992123,-1.0235545525106196
965,58.0,5052.19,Belo Horizonte,B,2.1,Regular,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9212259118483759,-0.6256162308234003,-0.9888199800464222
966,32.0,4144.44,São Paulo,A,1.2,Ruim,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7271879503246802,-0.8966893421205967,-1.3014311322241972
967,31.0,12894.89,Rio de Janeiro,B,6.8,Ruim,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7905884834851823,1.7163778093534343,0.6437049257708467
968,59.0,9196.3,Rio de Janeiro,A,0.9,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.984626445008878,0.6119015783287057,-1.4056348496167888
969,50.0,1813.97,Vitória,B,4.3,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4140216465643586,-1.592616363530431,-0.2246593858340836
970,45.0,4672.65,São Paulo,B,3.8,Bom,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.09701898076184783,-0.7389548027448962,-0.3983322481550697
971,19.0,9233.13,São Paulo,,7.2,Bom,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.5513948814112082,0.6228997856424768,0.7826432156276357
972,45.0,6550.66,Rio de Janeiro,A,1.2,Ruim,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09701898076184783,-0.17814178842680448,-1.3014311322241972
973,48.0,5525.26,Rio de Janeiro,A,0.8,Regular,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2872205802433543,-0.4843476472250915,-1.4403694220809862
974,65.0,8449.53,São Paulo,B,6.6,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.365029643971891,0.3889004576199126,0.5742357808424523
975,19.0,3121.61,Belo Horizonte,A,4.4,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.5513948814112082,-1.2021277452361143,-0.1899248133698862
976,24.0,11341.66,Rio de Janeiro,A,7.4,Ruim,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2343922156086975,1.252550887116977,0.8521123605560302
977,29.0,10943.49,Vitória,B,5.3,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9173895498061867,1.1336490080476245,0.12268633880788855
978,35.0,10969.54,São Paulo,A,9.3,Regular,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5369863508431737,1.1414280821862004,1.5120692373757774
979,67.0,6755.87,Vitória,B,4.2,Regular,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4918307102928952,-0.11686179595167623,-0.25939395829828066
980,64.0,7916.7,Vitória,A,3.3,Regular,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3016291108113887,0.22978628974055668,-0.5720051104760557
981,47.0,5428.66,Rio de Janeiro,A,5.8,Regular,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22382004708285214,-0.5131944250287921,0.2963592011288746
982,29.0,9345.07,Vitória,A,5.5,Regular,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9173895498061867,0.656327407871734,0.19215548373628302
983,21.0,3218.73,Rio de Janeiro,A,9.0,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.424593815090204,-1.1731256845705305,1.4078655199831855
984,28.0,3024.34,Rio de Janeiro,A,5.1,Regular,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9807900829666888,-1.2311745990349336,0.05321719387949406
985,21.0,8066.56,Rio de Janeiro,B,4.7,Ruim,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.424593815090204,0.2745376160517635,-0.08572109597729462
986,25.0,6081.61,Belo Horizonte,B,9.1,Regular,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1709916824481952,-0.3182099160544002,1.4426000924473825
987,22.0,4541.92,Rio de Janeiro,B,9.5,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.3611932819297017,-0.7779935114641277,1.5815383823041715
988,46.0,5949.2,Vitória,A,0.7,Ruim,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16041951392235,-0.35775030786587,-1.4751039945451832
989,41.0,3585.88,Vitória,B,2.9,Bom,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.1565831518801608,-1.0634870254542919,-0.7109434003328445
990,58.0,8540.73,Rio de Janeiro,A,4.2,Regular,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9212259118483759,0.41613468262713266,-0.25939395829828066
991,21.0,2472.78,Vitória,B,0.2,Regular,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.424593815090204,-1.3958819361509696,-1.6487768568661691
992,59.0,7787.61,Vitória,A,0.6,Bom,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.984626445008878,0.1912373192780338,-1.5098385670093806
993,22.0,9284.24,São Paulo,B,5.3,Regular,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.3611932819297017,0.6381622992402735,0.12268633880788855
994,60.0,2262.15,São Paulo,B,0.2,Bom,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.04802697816938,-1.4587804538403428,-1.6487768568661691
995,70.0,3099.69,São Paulo,A,4.7,Regular,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6820323097744017,-1.2086735151062709,-0.08572109597729462
996,16.0,6386.89,Vitória,B,7.6,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.7415964808927147,-0.22704693129338857,0.9215815054844244
997,52.0,3124.75,Rio de Janeiro,A,1.4,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5408227128853629,-1.20119007564705,-1.2319619872958028
998,51.0,9704.14,Vitória,B,2.6,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.47742217972486073,0.7635532102110172,-0.8151471177254361
999,18.0,3986.92,Rio de Janeiro,B,9.5,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.6147954145717103,-0.9437281044356991,1.5815383823041715
1000,37.0,5039.12,São Paulo,B,0.3,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.4101852845221694,-0.6295192058326586,-1.6140422844019722
1001,41.0,8729.49,São Paulo,A,2.6,Ruim,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1565831518801608,0.47250236149076125,-0.8151471177254361
1002,61.0,1413.81,Belo Horizonte,A,6.3,Ruim,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1114275113298824,-1.7121124981673752,0.4700320634498607
1003,57.0,3703.37,Rio de Janeiro,A,5.0,Ruim,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8578253786878737,-1.0284020572953192,0.018482621415296968
1004,60.0,8315.32,Rio de Janeiro,A,6.5,Ruim,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.04802697816938,0.3488225482096157,0.5395012083782552
1005,54.0,7900.22,Rio de Janeiro,A,8.0,Bom,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6676237792063672,0.22486501750240995,1.0605197953412133
1006,61.0,9047.36,Belo Horizonte,A,5.7,Ruim,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1114275113298824,0.5674249832346775,0.2616246286646775
1007,48.0,2827.05,São Paulo,A,0.7,Ruim,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2872205802433543,-1.2900895140752244,-1.4751039945451832
1008,49.0,9745.37,Belo Horizonte,A,4.0,Regular,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.35062111340385643,0.7758653494330318,-0.32886310322667517
1009,23.0,11728.53,Vitória,A,4.8,Ruim,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.2977927487691996,1.3680783501492508,-0.05098652351309752
1010,51.0,6785.89,São Paulo,B,8.8,Ruim,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.47742217972486073,-0.10789719688679938,1.3383963750547914
1011,38.0,5156.45,São Paulo,A,8.8,Regular,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.34678475136166725,-0.5944820170158038,1.3383963750547914
1012,62.0,4333.82,Vitória,B,6.4,Regular,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.1748280444903845,-0.8401365183062611,0.5047666359140581
1013,66.0,6456.08,Rio de Janeiro,A,5.3,Ruim,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.428430177132393,-0.20638535203626612,0.12268633880788855
1014,68.0,10543.97,Rio de Janeiro,B,3.7,Bom,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.5552312434533975,1.014343990779152,-0.43306682061926677
1015,26.0,11156.61,Vitória,A,9.0,Ruim,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.107591149287693,1.1972910917487083,1.4078655199831855
1016,20.0,12162.68,São Paulo,A,3.5,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.487994348250706,1.4977246087773728,-0.5025359655476612
1017,21.0,2746.74,São Paulo,A,4.8,Regular,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.424593815090204,-1.3140717576095433,-0.05098652351309752
1018,59.0,10362.73,Vitória,B,6.0,Regular,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.984626445008878,0.9602219409950663,0.3658283460572691
1019,31.0,12980.96,Rio de Janeiro,A,5.6,Ruim,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7905884834851823,1.7420801092039986,0.22689005620048014
1020,47.0,5593.81,Belo Horizonte,A,9.6,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22382004708285214,-0.46387718533644057,1.6162729547683687
1021,19.0,4731.05,Rio de Janeiro,B,0.6,Ruim,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.5513948814112082,-0.7215153428718514,-1.5098385670093806
1022,23.0,8675.3,Rio de Janeiro,B,9.4,Bom,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.2977927487691996,0.4563200955571945,1.5468038098399746
1023,46.0,9974.08,Rio de Janeiro,B,2.4,Bom,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.16041951392235,0.8441629327817308,-0.8846162626538306
1024,44.0,9755.21,Vitória,B,3.8,Regular,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03361844760134567,0.778803778973284,-0.3983322481550697
1025,40.0,12969.8,São Paulo,A,9.2,Ruim,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.21998368504066296,1.7387475000912729,1.4773346649115797
1026,20.0,5792.56,Rio de Janeiro,B,8.0,Bom,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.487994348250706,-0.40452628379932376,1.0605197953412133
1027,36.0,9000.38,Rio de Janeiro,B,2.4,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.47358581768267155,0.5533957739052998,-0.8846162626538306
1028,47.0,5817.08,Rio de Janeiro,B,5.8,Regular,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.22382004708285214,-0.39720409961975106,0.2963592011288746
1029,25.0,11337.77,Rio de Janeiro,A,9.7,Regular,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1709916824481952,1.251389251861735,1.6510075272325657
1030,68.0,4533.68,Belo Horizonte,A,4.3,Bom,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5552312434533975,-0.780454147583201,-0.2246593858340836
1031,46.0,12014.65,,B,0.6,Regular,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.16041951392235,1.4535197586916397,-1.5098385670093806
1032,20.0,8090.22,Vitória,B,3.3,Ruim,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.487994348250706,0.28160298626745245,-0.5720051104760557
